text,polarity
@mariam__aljaber @eslam_red انا عندى صداع رهيييييب ده اللى مبوظ مودى ,Negative
الاهلي مغلوب 3 ,Neutre
@omarmassoud1991 و أنت طيب و بخير يا رب ^_^ ,Positive
تحيه كبيره للاتحاد بجد فريق حلو اوي وبيلعبوا كوره جميله ,Positive
@EsamMasrawie الاتحاد سيد البلد لولولولوي ,Positive
احنا مكناش بنتكلم عليهم ولا بنجيب سيرتهم سواء خسرانين او كسبانين مبيفرقوش معانا اصلا بس كلامهم ع الزمالك ال خلانا نتكلم عليهم وهما خسرانين ,Negative
@AmanyAlhady معة على الحلوة والمرة هعة ,Positive
@cool_taaz ليييييييه كده يا اخى .يا اخى حرام عليك يا اخى  بصوت عبد العزيز :( ,Negative
الحمد لله ..و يبقي #الآهلى هوا فرحتنا وحياتنا و مفيش مشكله لما يبقي ف يوم سبب حزنى..بس دا ميمنعش انى فرحت كتير بسببه ع المره معاك يا #اهلى ? ,Positive
ولـو وقـع لـيـة ألف قـومـة :) #الاهلى ? ,Positive
@albhire @wadiham101 بين الاوراق كنوز مخبئه لمن يبحث عنها ,Neutre
#MinaAtta  ولعها واخربها يامينو ف اخر يوم ولما ترجع هاتولع اكتر  #عن_عشقى_للصوره_دى http://t.co/tFITZX5owR ,Positive
حجم الاتفاقيات اللي عقدتها القيادة المصرية مع القيادة الصينية مبشر ويفتح الشهية لمصر الجديدة بعيدا عن المزايدات السياسية لبتوع الليبرالية .. ,Positive
عالحلوة والمرة معاه ,Positive
ميلاد مجيد…. سوريانا http://t.co/8bxoJb9uxF ,Positive
@Mo3tazHosni مش لوحدك شوف التلفونات والضحك  بس ولا يهمنا الاهلى برضوا ف القلب وماتش ويتعوض باذن الله ,Positive
@midoahm ماتش بكره هيحدد كتير واعتقد اول اختبار بس لازم برضوا منزودش ف الفرحه او لا قدر الله لو حصل حاجه نقفش لازم نعرف ان فريقنا ماشي كويس ,Neutre
@ActionYaDawry مبارة ممتازة من حيث اللاعبين والمدربين والتكتيك والاثارة والجماهير وكان المباراة فى الدورى الانجليزى مجهود كبير للفريقين ,Positive
#زهقنا_من اي حد بيقول معلومه وغير بيها حياة ناس وهي غلط ,Negative
@EslaMagdi وصحيح تتوقع ايه فى البوكسينج داى ؟ ,Neutre
#زهقنا_من شبكة #فودافون الي مش موجودة اساسا طول اليوم ,Negative
@nora_samy10 @Shimaaelhamamsy @mina_team  ممكا اقابلكم ف مترو الجيزه او الشهدا ,Neutre
المشكله ان العيب والتقصير مش مني هي اصلا المواد لا بتتفهم ولا بتتحفظ ? ,Negative
@laial343498  احنا الجيل اللي شايب وهو شباب ,Negative
دايما إسمك في الذكريات دا إنت كيان المعجزات .. دا إنت الحياااااااااة @AlAhly ,Positive
@Mfaa5555 ونتى زى النور فى طبق بنور ,Positive
@laial343498  ولا أي حاجة أدى التويتر اهه انا قايم اذاكر انا ايه اللي مخليني فتحت انا مش عندي امتحان بكرة ,Negative
النهاردة في بطولة جديدة هتدخل دولاب بطولات نادي الزمالك ,Positive
الأخ الأهطل والأخت العبيطة اللى بتقول الزمالكاوية بيفرحو فى خسارة الأهلى اكتر ما بيفرحو عشان مكسب الزمالك !  نعم سيتك مين الاهلى ده اصلا ! ,Negative
ده يوم أسود في تاريخنا... لازم نرد القلم ده مية ,Negative
@DaliaDentist @cool_taaz وانا وربنا عندى بااااااااطنه  :( ,Negative
كفايا يا جماعة أنتو لما بتصدقوا احااا مش كده والله كسم الاهلي ع الاتحاد ع الدوري المصري علي مصر علي الرياضة بشكل عام ,Negative
الزمالكاويه اللي بيزيطوا ان الاهلي اتغلب اتلموا بدل ما نردح وشكلكوا يبقي وحش اكتر ما هوا ,Negative
دائــمــاً نـعـرفُ #الحقيقة...ودَائـمــاً نــخــدعُ أنــفُـسـنـا بـكَـلـمـة \ #يمكن \ ,Negative
@k444441 تم يا زميلى ,Neutre
يا جدعان لو سمحتوا مش كل واحد عنده ميتين ام عقده نفسيه يروح داخل شاتم حد علي اسك ، ما هو يا تتعالجوا يا تنتحروا والله :D ,Negative
@Re_47095 هما ابتسام وعبدالسلام فين كلهم قاعدين بيحتفلو وهما مش قاعدين معاهم ,Neutre
تعريف(الفساد)تسخير المنصب العام من أجل الحصول على مصلحة أو منفعة خاصة يحميه الاستبداد والقمع ويحميه الجهل والتخلف أذا آمنت العقوبة أسئ الادب ,Neutre
\@zamalektoday: العميد «دبح» الأهلي: فاز فريق الاتحاد السكندري على نظيره الأهلي بنتيجة 4/1، في مباراتهما اليوم باستاد القاهرة ... ,Neutre
@amina10000001 @nabilelhalfawy ده مفهوم الرياضه ,Neutre
@bahrimaram1 قصدك على شاهين. لا و الله هو يغنى كل الالوان مش متمسك بلون غنائى واحد .. الحمد لله لمع فى كل الالوان مغربى جزائرى فرينش صينى ^^ ,Positive
@AyaCrazy88 وليه نكون مع نفسنا لما ممكن ان احنا نتجمع كلنا التفكير الفردي عمره ما جاب نتيجة كويسه في النهاية . #زهقنا_من ,Negative
@_Abo3amoodd بيسكروا؟ ,Neutre
@alharby1133 @Akhbarak_net يسعدك ياغالى.. ,Positive
سرعة البديهه و حسن التصرف المتلازمه الانجح و الاكثر ابهارا بنسبالي ,Neutre
انا اللي من كتر ما اتقلي يا فاشل حاسيس اني فاشلت بجد ,Negative
#متضامن_مع_باسم_يوسف   الموقف الواحد والكلمه الوحده والاعلام الصح مثال لاحلى حاجه ف الاعلام عندنا  ربنا معاك http://t.co/WBVXtyOikt ,Positive
احنا جيل اللى شاب و هو شباب ... ,Negative
انا مازكرتش بجنيه النهارده  اعاااااااااااااااااااااااااا ,Negative
طلعان عين ابونا في الثانوية العامة دي ,Negative
@etharmatter2 اوكي ,Neutre
@marosoltan94  ميري قريصمص أحبيب قلبي! &lt;3 &lt;3 &lt;3  روح أفطر يلّا! :-P ,Positive
طول مانتي جنبي.. بلاقيكي تملي وش السعد عليا حبيبه قلبي.. ومعاكي ناقصني ايه؟ ,Positive
ولا بايديه ولا كان بايدياا ,Negative
أنا بحب النوم أوى و بحب السرير و المخدة :D  ياااااه انه لاحساس عظيم :D  ها أنا قادمة يا سريرى  تصبحوا على سعادة و خير ^_^ ,Positive
ممكن نتعرف على بنوته ,Neutre
اقرار ل محمد منير $#  #3alahwa ,Neutre
- العشّق زين بس الهموم سباقه ,Negative
@RandaDoody @marah_74 @manooo_5 إتفرجوا على الفيديو وإقرأوا الكلام المكتوب تحته وقولولى انطباعكم عنه   https://t.co/qWmnYWiwwS ,Neutre
الى الكنترول انهاردة اخر يوم حرام على امك بقى عايزين نشوف دعاء السباعي و ليث ابو جودة ارحم امنا العيانة #DoaaElSebaii #LaithAbuJoda ,Negative
حلوة الوحدة أوى والهدؤ http://t.co/1J6PqbVjaf ,Positive
روح يا عبدالسلام وراها اشمعنا دى يعنى  هو الكنترول ده مستكتر علينا ننام يوم مبسوطين #DoaaElSebaii #StaracArabia ,Negative
رغم ان الجمال نسبي .. بس ف جمال يخطف العقل قبل العين ..!! ,Positive
مش هنخسر حاجة اكيد .. ,Positive
هى حاجة محزنة نوعاً ما فعلاً ,Negative
@samarnassar57  الحظ :/ ,Negative
شغل المشجع النظيف بتاع محمد نبي وعيسى نبي وموسى نبي ده ماينفعش، كسم أي فرقة مابشجعهاش بالذات اللي معايا ف نفس المدينة/اللي بتنافسني ع بطولة ,Negative
@engmabbas موافقه جدا ,Positive
عايزة اطبطب على نفسي واقولها انتي تعبتي استحملتي كتير معلش ,Negative
@komos_homos ده احلى حاجة ع الصبح انا بحبه ? ,Positive
مواقع التواصل الاجتماعي الها سلبيات والها ايجابيات الوعي وحسن الاستحدام هو اللى بيخلينا نستفيد منها ضمن الحدود #3alahwa ,Neutre
آنا مو محتاج من قلبك حنآن  انا قبل احتاجك ،، احتاج احتياجك ! ,Negative
اه ياا يوونس السوشيل ميديا كلها بقت  لكل حااجه والله  وقصه غريبه انهم ممكن يوافقوا يفضحووا نفسهم  #3alahwa !!! ,Negative
يخربيت **************... ع المسا ,Negative
-هتعمل اية بكرة ال Christmas ؟  -هتفرج علي Home alone ? ,Negative
@allooimk كسم ريال مدريد ياعم :D ,Negative
محتاجين إعادة تأهيل شاملة لذكرياتنا و نفسيتنا قبل 2015 ,Negative
الأهلي سيد الدوري http://t.co/w0ilC757i2 ,Positive
@Menoo0000  ده فار بجد مش لعبة وعندي وباكله كمان ,Neutre
@Muhaabb @HamzaSalah1907 التمركز بتاع خط الضهر كله كان بليلة متقوليش هاني كان هايجبها ومتنساش أن في علق واقف جون يعني ,Negative
ولأنها شرقية ! لا تستغرب إذا قتلها الحنين ولن تأتي ? ,Negative
محدش هيهتم لو رجعت البيت دلقت جاز على جسمك الهالك وولعت مليت الحوض اخدت منوم وغرقت .. ,Negative
ومين فينا مانفسوش انه ينفصل عن العالم كله ويبعد عن كل الناس اللى فى حياته ولو لفتره صغيره يرتاح فيها شويه !! ,Negative
ايوا بقا . ,Positive
@ferofero19 هنعمل ايه لما مينا يسافر احنا هنضيع من غيره ,Negative
هار اسود على الناس لسه بتقولوا دعاء بتحب ممدوح البت لمامحمدسأل ليث وشك اتغير قالتله ليه ممدوح مش صاحبى اتهدوا  #DoaaElSebaii #StaracArabia ,Negative
وبيــنا معـآد ?? ,Positive
الحراره عندي 11  كم عندكم ؟ ,Neutre
#افضل_الصور_ا?رسناليه_فى_2014 هشتاق جديد الكل ينزل افضل صور لديه ,Neutre
الاغنية حلوة فشخ. ,Positive
الصبر لسه ساكت يا ويلي من سكاته ,Negative
@AlharthiFawaz يافواز قول  لسعيدالشهير عيب تتريق علي شيخ ا?زهر فى الطبخ نحن نحترم كل مشايخكم ونشاهدكم ,Negative
انا قلبي باب بيتك ادخلي ماتخبطيش &lt;3 ,Positive
@yasmintaher23 @godymohmed @Amlamola79Aml مينا وشيرين كانو بيغنو مع بض عادى وبيضحكو قبل ما ينامو ,Neutre
أموات يا صديقتي، أموات نحيا وسطهم في حياء نكاد لا نظهر نخاف أن نصبح مثلهم فنهرب من الواقع بتناول جرعتنا المعتادة و نستمع الي الموسيقي ليلاً ,Negative
